"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 01 19:00:57 IST 2024","Thu Aug 01 19:00:57 IST 2024","13","Default Suite","Selenium_Java_UTAF","com.feuji.utaf.modules.webUI.tests.FirstTest","com.feuji.utaf.modules.webUI.tests.FirstTest","sampleTest","sampleTest",""
